manufacturer,device,patchset,displayname,patchname,msb,lsb,programchange,poly,arp,categories,digitakt-bank,digitakt-sbnk,digitakt-programchange,creator-short,creator,creator-proximity,original-patchname
Waldorf,Blofeld,Factory Presets 2012,F087,Chord-Hose,5,,86,,,Poly,6,,87,T,Tsching (Holger Steinbrink),5,Chord-Hose     T
Waldorf,Blofeld,Factory Presets 2012,F088,Chord Revival,5,,87,,,Poly,6,,88,SK,Unknown (SK),1,Chord Revival SK
Waldorf,Blofeld,Factory Presets 2012,F089,Classic Dance,5,,88,,,Poly,6,,89,,,,
Waldorf,Blofeld,Factory Presets 2012,F090,Classic Synth,5,,89,,,Poly,6,,90,,,,
Waldorf,Blofeld,Factory Presets 2012,F091,Clavinetro,5,,90,,,Poly,6,,91,jh,Joerg Huettner,4,Clavinetro    jh
Waldorf,Blofeld,Factory Presets 2012,F092,Clock&Bells,5,,91,,,Poly,6,,92,RZ,Unknown (RZ),3,Clock&Bells   RZ
Waldorf,Blofeld,Factory Presets 2012,F093,Combi Saws,5,,92,,,Poly,6,,93,SK,Unknown (SK),4,Combi Saws    SK
Waldorf,Blofeld,Factory Presets 2012,F094,Compromise K,5,,93,,,Poly,6,,94,HM,Hubertus Maas,2,Compromise K  HM
Waldorf,Blofeld,Factory Presets 2012,F095,Concertino,5,,94,,,Poly,6,,95,SCD,Something Completely Different (Boele Gerkes),3,Concertino   SCD
Waldorf,Blofeld,Factory Presets 2012,F096,Cool Porta,5,,95,,,Poly,6,,96,HM,Hubertus Maas,4,Cool Porta    HM
Waldorf,Blofeld,Factory Presets 2012,F097,Crawlers,5,,96,,,Poly,6,,97,SK,Unknown (SK),6,Crawlers      SK
Waldorf,Blofeld,Factory Presets 2012,F098,Crispy Saw,5,,97,,,Poly,6,,98,SK,Unknown (SK),4,Crispy Saw    SK
Waldorf,Blofeld,Factory Presets 2012,F099,CyberLeader,5,,98,,,Poly,6,,99,SK,Unknown (SK),3,CyberLeader   SK
Waldorf,Blofeld,Factory Presets 2012,F100,Dawn Organ,5,,99,,,Poly,6,,100,,,,
Waldorf,Blofeld,Factory Presets 2012,F101,Deep Synth,5,,100,,,Poly,6,,101,DK,Dirk Krause,4,Deep Synth    DK
Waldorf,Blofeld,Factory Presets 2012,F102,Delead It!,5,,101,,,Poly,6,,102,SK,Unknown (SK),4,Delead It!    SK
Waldorf,Blofeld,Factory Presets 2012,F103,DirtyLead,5,,102,,,Poly,6,,103,SK,Unknown (SK),5,DirtyLead     SK
Waldorf,Blofeld,Factory Presets 2012,F104,D-NoiZer,5,,103,,,Poly,6,,104,SK,Unknown (SK),6,D-NoiZer      SK
Waldorf,Blofeld,Factory Presets 2012,F105,DollarBells,5,,104,,,Poly,6,,105,ugh,Uwe G. Hoenig,2,DollarBells  ugh
Waldorf,Blofeld,Factory Presets 2012,F106,Dr. Motte,5,,105,,,Poly,6,,106,T,Tsching (Holger Steinbrink),6,Dr. Motte      T
Waldorf,Blofeld,Factory Presets 2012,F107,Energee!,5,,106,,,Poly,6,,107,SK,Unknown (SK),6,Energee!      SK
Waldorf,Blofeld,Factory Presets 2012,F108,Enough Power,5,,107,,,Poly,6,,108,T,Tsching (Holger Steinbrink),3,Enough Power   T
Waldorf,Blofeld,Factory Presets 2012,F109,EthnoPerc,5,,108,,,Poly,6,,109,SK,Unknown (SK),5,EthnoPerc     SK
Waldorf,Blofeld,Factory Presets 2012,F110,Euro-Zeichen,5,,109,,,Poly,6,,110,HS,Howard Scarr,2,Euro-Zeichen  HS
Waldorf,Blofeld,Factory Presets 2012,F111,ExploreChords,5,,110,,,Poly,6,,111,SK,Unknown (SK),1,ExploreChords SK
Waldorf,Blofeld,Factory Presets 2012,F112,Fat 8-Osc,5,,111,,,Poly,6,,112,SK,Unknown (SK),5,Fat 8-Osc     SK
Waldorf,Blofeld,Factory Presets 2012,F113,Filigrano,5,,112,,,Poly,6,,113,SK,Unknown (SK),5,Filigrano     SK
Waldorf,Blofeld,Factory Presets 2012,F114,FilterFM Keys,5,,113,,,Poly,6,,114,,,,
Waldorf,Blofeld,Factory Presets 2012,F115,FloorFilla,5,,114,,,Poly,6,,115,SK,Unknown (SK),4,FloorFilla    SK
Waldorf,Blofeld,Factory Presets 2012,F116,FM Chords,5,,115,,,Poly,6,,116,SK,Unknown (SK),5,FM Chords     SK
Waldorf,Blofeld,Factory Presets 2012,F117,FM Melodies,5,,116,,,Poly,6,,117,,,,
Waldorf,Blofeld,Factory Presets 2012,F118,FMod Saws,5,,117,,,Poly,6,,118,SK,Unknown (SK),5,FMod Saws     SK
Waldorf,Blofeld,Factory Presets 2012,F119,FM-sono Saw,5,,118,,,Poly,6,,119,,,,
Waldorf,Blofeld,Factory Presets 2012,F120,French,5,,119,,,Poly,6,,120,RZ,Unknown (RZ),8,French        RZ
Waldorf,Blofeld,Factory Presets 2012,F121,Fun Man,5,,120,,,Poly,6,,121,,,,
Waldorf,Blofeld,Factory Presets 2012,F122,Gated 80's,5,,121,,,Poly,6,,122,,,,
Waldorf,Blofeld,Factory Presets 2012,F123,Gattaca,5,,122,,,Poly,6,,123,SK,Unknown (SK),7,Gattaca       SK
Waldorf,Blofeld,Factory Presets 2012,F124,Gimme Five!,5,,123,,,Poly,6,,124,SK,Unknown (SK),3,Gimme Five!   SK
Waldorf,Blofeld,Factory Presets 2012,F125,Glitter Power,5,,124,,,Poly,6,,125,HS,Howard Scarr,1,Glitter Power HS
Waldorf,Blofeld,Factory Presets 2012,F126,Good Air,5,,125,,,Poly,6,,126,SK,Unknown (SK),6,Good Air      SK
Waldorf,Blofeld,Factory Presets 2012,F127,High Sequence,5,,126,,,Poly,6,,127,jh,Joerg Huettner,1,High Sequence jh
Waldorf,Blofeld,Factory Presets 2012,F128,HitMeQuick!,5,,127,,,Poly,6,,128,SK,Unknown (SK),3,HitMeQuick!   SK
Waldorf,Blofeld,Factory Presets 2012,G001,Human Touch,6,,0,,,Poly,7,,1,SK,Unknown (SK),3,Human Touch   SK
Waldorf,Blofeld,Factory Presets 2012,G002,Ice Bells,6,,1,,,Poly,7,,2,SK,Unknown (SK),5,Ice Bells     SK
Waldorf,Blofeld,Factory Presets 2012,G003,Illbient Mind,6,,2,,,Poly,7,,3,,,,
Waldorf,Blofeld,Factory Presets 2012,G004,It's Digital,6,,3,,,Poly,7,,4,,,,
Waldorf,Blofeld,Factory Presets 2012,G005,Jembala,6,,4,,,Poly,7,,5,WMF,Wolfram Franke,6,Jembala      WMF
Waldorf,Blofeld,Factory Presets 2012,G006,JMX jun.,6,,5,,,Poly,7,,6,,,,
Waldorf,Blofeld,Factory Presets 2012,G007,Juno Soul,6,,6,,,Poly,7,,7,DK,Dirk Krause,5,Juno Soul     DK
Waldorf,Blofeld,Factory Presets 2012,G008,KlingKlang'02,6,,7,,,Poly,7,,8,jh,Joerg Huettner,1,KlingKlang'02 jh
Waldorf,Blofeld,Factory Presets 2012,G009,La Sirena,6,,8,,,Poly,7,,9,SK,Unknown (SK),5,La Sirena     SK
Waldorf,Blofeld,Factory Presets 2012,G010,Late Ring,6,,9,,,Poly,7,,10,HS,Howard Scarr,5,Late Ring     HS
Waldorf,Blofeld,Factory Presets 2012,G011,Leadrunner,6,,10,,,Poly,7,,11,,,,
Waldorf,Blofeld,Factory Presets 2012,G012,Legal Resins,6,,11,,,Poly,7,,12,HS,Howard Scarr,2,Legal Resins  HS
Waldorf,Blofeld,Factory Presets 2012,G013,LikeClinics,6,,12,,,Poly,7,,13,WMF,Wolfram Franke,2,LikeClinics  WMF
Waldorf,Blofeld,Factory Presets 2012,G014,Liquid Mel,6,,13,,,Poly,7,,14,WMF,Wolfram Franke,3,Liquid Mel   WMF
Waldorf,Blofeld,Factory Presets 2012,G015,Liquid Var,6,,14,,,Poly,7,,15,WMF,Wolfram Franke,3,Liquid Var   WMF
Waldorf,Blofeld,Factory Presets 2012,G016,LoFi 1oscPoly,6,,15,,,Poly,7,,16,,,,
Waldorf,Blofeld,Factory Presets 2012,G017,LoFi Lead,6,,16,,,Poly,7,,17,WMF,Wolfram Franke,4,LoFi Lead    WMF
Waldorf,Blofeld,Factory Presets 2012,G018,Minor Chord,6,,17,,,Poly,7,,18,RZ,Unknown (RZ),3,Minor Chord   RZ
Waldorf,Blofeld,Factory Presets 2012,G019,Modulizer,6,,18,,,Poly,7,,19,SK,Unknown (SK),5,Modulizer     SK
Waldorf,Blofeld,Factory Presets 2012,G020,Move Sound,6,,19,,,Poly,7,,20,,,,
Waldorf,Blofeld,Factory Presets 2012,G021,My Ol' House,6,,20,,,Poly,7,,21,SK,Unknown (SK),2,My Ol' House  SK
Waldorf,Blofeld,Factory Presets 2012,G022,Net Profit,6,,21,,,Poly,7,,22,HS,Howard Scarr,4,Net Profit    HS
Waldorf,Blofeld,Factory Presets 2012,G023,Neu * Utz,6,,22,,,Poly,7,,23,HM,Hubertus Maas,5,Neu * Utz     HM
Waldorf,Blofeld,Factory Presets 2012,G024,NewClassicLd,6,,23,,,Poly,7,,24,SK,Unknown (SK),2,NewClassicLd  SK
Waldorf,Blofeld,Factory Presets 2012,G025,No. 5 lives,6,,24,,,Poly,7,,25,T,Tsching (Holger Steinbrink),4,No. 5 lives    T
Waldorf,Blofeld,Factory Presets 2012,G026,OB-One Knobi,6,,25,,,Poly,7,,26,HS,Howard Scarr,2,OB-One Knobi  HS
Waldorf,Blofeld,Factory Presets 2012,G027,OBX Purple5,6,,26,,,Poly,7,,27,PROX,ProXenos,1,OBX Purple5 PROX
Waldorf,Blofeld,Factory Presets 2012,G028,Old * Uck,6,,27,,,Poly,7,,28,HM,Hubertus Maas,5,Old * Uck     HM
Waldorf,Blofeld,Factory Presets 2012,G029,Organistic,6,,28,,,Poly,7,,29,SK,Unknown (SK),4,Organistic    SK
Waldorf,Blofeld,Factory Presets 2012,G030,Papathanasiou,6,,29,,,Poly,7,,30,,,,
Waldorf,Blofeld,Factory Presets 2012,G031,Patagonia,6,,30,,,Poly,7,,31,HS,Howard Scarr,5,Patagonia     HS
Waldorf,Blofeld,Factory Presets 2012,G032,PEG Horns,6,,31,,,Poly,7,,32,HM,Hubertus Maas,5,PEG Horns     HM
Waldorf,Blofeld,Factory Presets 2012,G033,Phased FM,6,,32,,,Poly,7,,33,SK,Unknown (SK),5,Phased FM     SK
Waldorf,Blofeld,Factory Presets 2012,G034,Play It Sam!,6,,33,,,Poly,7,,34,jh,Joerg Huettner,2,Play It Sam!  jh
Waldorf,Blofeld,Factory Presets 2012,G035,Poly Flutes,6,,34,,,Poly,7,,35,HS,Howard Scarr,3,Poly Flutes   HS
Waldorf,Blofeld,Factory Presets 2012,G036,PolySequencer,6,,35,,,Poly,7,,36,,,,
Waldorf,Blofeld,Factory Presets 2012,G037,PowerLead,6,,36,,,Poly,7,,37,WMF,Wolfram Franke,4,PowerLead    WMF
Waldorf,Blofeld,Factory Presets 2012,G038,Harp,6,,37,,,Poly,7,,38,,,,
Waldorf,Blofeld,Factory Presets 2012,G039,PPG Nylons,6,,38,,,Poly,7,,39,PROX,ProXenos,2,PPG Nylons  PROX
Waldorf,Blofeld,Factory Presets 2012,G040,Pure Keys,6,,39,,,Poly,7,,40,,,,
Waldorf,Blofeld,Factory Presets 2012,G041,PWMaster,6,,40,,,Poly,7,,41,SK,Unknown (SK),6,PWMaster      SK
Waldorf,Blofeld,Factory Presets 2012,G042,Qazzio,6,,41,,,Poly,7,,42,HS,Howard Scarr,8,Qazzio        HS
Waldorf,Blofeld,Factory Presets 2012,G043,Qddicted!,6,,42,,,Poly,7,,43,SK,Unknown (SK),5,Qddicted!     SK
Waldorf,Blofeld,Factory Presets 2012,G044,Qtronix,6,,43,,,Poly,7,,44,ugh,Uwe G. Hoenig,6,Qtronix      ugh
Waldorf,Blofeld,Factory Presets 2012,G045,Quake FM,6,,44,,,Poly,7,,45,SK,Unknown (SK),6,Quake FM      SK
Waldorf,Blofeld,Factory Presets 2012,G046,Quintage,6,,45,,,Poly,7,,46,T,Tsching (Holger Steinbrink),7,Quintage       T
Waldorf,Blofeld,Factory Presets 2012,G047,Quinter 007,6,,46,,,Poly,7,,47,SK,Unknown (SK),3,Quinter 007   SK
Waldorf,Blofeld,Factory Presets 2012,G048,RaveLover,6,,47,,,Poly,7,,48,SK,Unknown (SK),5,RaveLover     SK
Waldorf,Blofeld,Factory Presets 2012,G049,Really Insane,6,,48,,,Poly,7,,49,,,,
Waldorf,Blofeld,Factory Presets 2012,G050,Romeo,6,,49,,,Poly,7,,50,DK,Dirk Krause,9,Romeo         DK
Waldorf,Blofeld,Factory Presets 2012,G051,RoundTheHorn,6,,50,,,Poly,7,,51,HS,Howard Scarr,2,RoundTheHorn  HS
Waldorf,Blofeld,Factory Presets 2012,G052,SawTheLight,6,,51,,,Poly,7,,52,SK,Unknown (SK),3,SawTheLight   SK
Waldorf,Blofeld,Factory Presets 2012,G053,Sax And Dregs,6,,52,,,Poly,7,,53,,,,
Waldorf,Blofeld,Factory Presets 2012,G054,Schubduese,6,,53,,,Poly,7,,54,T,Tsching (Holger Steinbrink),5,Schubduese     T
Waldorf,Blofeld,Factory Presets 2012,G055,ShatterWaves,6,,54,,,Poly,7,,55,SK,Unknown (SK),2,ShatterWaves  SK
Waldorf,Blofeld,Factory Presets 2012,G056,Siegessaeule,6,,55,,,Poly,7,,56,T,Tsching (Holger Steinbrink),3,Siegessaeule   T
Waldorf,Blofeld,Factory Presets 2012,G057,Simple Melo,6,,56,,,Poly,7,,57,jh,Joerg Huettner,3,Simple Melo   jh
Waldorf,Blofeld,Factory Presets 2012,G058,Smash It!,6,,57,,,Poly,7,,58,SK,Unknown (SK),5,Smash It!     SK
Waldorf,Blofeld,Factory Presets 2012,G059,Solo Harp,6,,58,,,Poly,7,,59,,,,
Waldorf,Blofeld,Factory Presets 2012,G060,Speed,6,,59,,,Poly,7,,60,,,,
Waldorf,Blofeld,Factory Presets 2012,G061,Spice,6,,60,,,Poly,7,,61,SK,Unknown (SK),9,Spice         SK
Waldorf,Blofeld,Factory Presets 2012,G062,Spring Clean,6,,61,,,Poly,7,,62,,,,
Waldorf,Blofeld,Factory Presets 2012,G063,Stabs!,6,,62,,,Poly,7,,63,,,,
Waldorf,Blofeld,Factory Presets 2012,G064,Stack with you,6,,63,,,Poly,7,,64,,,,
Waldorf,Blofeld,Factory Presets 2012,G065,SteaLead,6,,64,,,Poly,7,,65,SK,Unknown (SK),6,SteaLead      SK
Waldorf,Blofeld,Factory Presets 2012,G066,String Poly,6,,65,,,Poly,7,,66,HS,Howard Scarr,3,String Poly   HS
Waldorf,Blofeld,Factory Presets 2012,G067,String Thing,6,,66,,,Poly,7,,67,HS,Howard Scarr,2,String Thing  HS
Waldorf,Blofeld,Factory Presets 2012,G068,Stuermer 1,6,,67,,,Poly,7,,68,WMF,Wolfram Franke,3,Stuermer 1   WMF
Waldorf,Blofeld,Factory Presets 2012,G069,Stylotub,6,,68,,,Poly,7,,69,SK,Unknown (SK),6,Stylotub      SK
Waldorf,Blofeld,Factory Presets 2012,G070,SyncCity,6,,69,,,Poly,7,,70,,,,
Waldorf,Blofeld,Factory Presets 2012,G071,Synchronic,6,,70,,,Poly,7,,71,SK,Unknown (SK),4,Synchronic    SK
Waldorf,Blofeld,Factory Presets 2012,G072,SynthPiano,6,,71,,,Poly,7,,72,SK,Unknown (SK),4,SynthPiano    SK
Waldorf,Blofeld,Factory Presets 2012,G073,Synth X,6,,72,,,Poly,7,,73,,,,
Waldorf,Blofeld,Factory Presets 2012,G074,Tea @ Eight,6,,73,,,Poly,7,,74,HS,Howard Scarr,3,Tea @ Eight   HS
Waldorf,Blofeld,Factory Presets 2012,G075,Tech.Lead 1,6,,74,,,Poly,7,,75,,,,
Waldorf,Blofeld,Factory Presets 2012,G076,Tech.Lead 2,6,,75,,,Poly,7,,76,,,,
Waldorf,Blofeld,Factory Presets 2012,G077,TelephoneSyn,6,,76,,,Poly,7,,77,ugh,Uwe G. Hoenig,1,TelephoneSyn ugh
Waldorf,Blofeld,Factory Presets 2012,G078,Telepromter,6,,77,,,Poly,7,,78,ugh,Uwe G. Hoenig,2,Telepromter  ugh
Waldorf,Blofeld,Factory Presets 2012,G079,The Big 80s,6,,78,,,Poly,7,,79,,,,
Waldorf,Blofeld,Factory Presets 2012,G080,The Cutter,6,,79,,,Poly,7,,80,SK,Unknown (SK),4,The Cutter    SK
Waldorf,Blofeld,Factory Presets 2012,G081,Titanomania,6,,80,,,Poly,7,,81,SK,Unknown (SK),3,Titanomania   SK
Waldorf,Blofeld,Factory Presets 2012,G082,TranceHarp,6,,81,,,Poly,7,,82,HM,Hubertus Maas,4,TranceHarp    HM
Waldorf,Blofeld,Factory Presets 2012,G083,Trance Plant,6,,82,,,Poly,7,,83,HS,Howard Scarr,2,Trance Plant  HS
Waldorf,Blofeld,Factory Presets 2012,G084,Trancer,6,,83,,,Poly,7,,84,SK,Unknown (SK),7,Trancer       SK
Waldorf,Blofeld,Factory Presets 2012,G085,TrashCan!,6,,84,,,Poly,7,,85,SK,Unknown (SK),5,TrashCan!     SK
Waldorf,Blofeld,Factory Presets 2012,G086,TributeTo DX,6,,85,,,Poly,7,,86,WMF,Wolfram Franke,1,TributeTo DX WMF
Waldorf,Blofeld,Factory Presets 2012,G087,Tron Flutes,6,,86,,,Poly,7,,87,HM,Hubertus Maas,3,Tron Flutes   HM
Waldorf,Blofeld,Factory Presets 2012,G088,Tsching Lead,6,,87,,,Poly,7,,88,T,Tsching (Holger Steinbrink),3,Tsching Lead   T
Waldorf,Blofeld,Factory Presets 2012,G089,TuBerkel,6,,88,,,Poly,7,,89,DK,Dirk Krause,6,TuBerkel      DK
Waldorf,Blofeld,Factory Presets 2012,G090,Typ Reso,6,,89,,,Poly,7,,90,RZ,Unknown (RZ),6,Typ Reso      RZ
Waldorf,Blofeld,Factory Presets 2012,G091,UltraFatPoly,6,,90,,,Poly,7,,91,WMF,Wolfram Franke,1,UltraFatPoly WMF
Waldorf,Blofeld,Factory Presets 2012,G092,UltraSynC,6,,91,,,Poly,7,,92,jh,Joerg Huettner,5,UltraSynC     jh
Waldorf,Blofeld,Factory Presets 2012,G093,UltraWave,6,,92,,,Poly,7,,93,SK,Unknown (SK),5,UltraWave     SK
Waldorf,Blofeld,Factory Presets 2012,G094,Unisono Bass,6,,93,,,Poly,7,,94,DK,Dirk Krause,2,Unisono Bass  DK
Waldorf,Blofeld,Factory Presets 2012,G095,Utopia!,6,,94,,,Poly,7,,95,SK,Unknown (SK),7,Utopia!       SK
Waldorf,Blofeld,Factory Presets 2012,G096,VeloFreak,6,,95,,,Poly,7,,96,jh,Joerg Huettner,5,VeloFreak     jh
Waldorf,Blofeld,Factory Presets 2012,G097,Vintage Days,6,,96,,,Poly,7,,97,SK,Unknown (SK),2,Vintage Days  SK
Waldorf,Blofeld,Factory Presets 2012,G098,VintageSpring,6,,97,,,Poly,7,,98,WMF,Wolfram Franke,0,VintageSpringWMF
Waldorf,Blofeld,Factory Presets 2012,G099,Vitalica,6,,98,,,Poly,7,,99,SK,Unknown (SK),6,Vitalica      SK
Waldorf,Blofeld,Factory Presets 2012,G100,Wank,6,,99,,,Poly,7,,100,WMF,Wolfram Franke,9,Wank         WMF
Waldorf,Blofeld,Factory Presets 2012,G101,Wank Lead,6,,100,,,Poly,7,,101,WMF,Wolfram Franke,4,Wank Lead    WMF
Waldorf,Blofeld,Factory Presets 2012,G102,Wanna Noise??,6,,101,,,Poly,7,,102,jh,Joerg Huettner,1,Wanna Noise?? jh
Waldorf,Blofeld,Factory Presets 2012,G103,Warm PWM Lead,6,,102,,,Poly,7,,103,SK,Unknown (SK),1,Warm PWM Lead SK
Waldorf,Blofeld,Factory Presets 2012,G104,Warm Verse,6,,103,,,Poly,7,,104,,,,
Waldorf,Blofeld,Factory Presets 2012,G105,WaveLayer,6,,104,,,Poly,7,,105,SK,Unknown (SK),5,WaveLayer     SK
Waldorf,Blofeld,Factory Presets 2012,G106,Wells'Tripod,6,,105,,,Poly,7,,106,WMF,Wolfram Franke,1,Wells'Tripod WMF
Waldorf,Blofeld,Factory Presets 2012,G107,YourChords,6,,106,,,Poly,7,,107,SK,Unknown (SK),4,YourChords    SK
Waldorf,Blofeld,Factory Presets 2012,G108,Zapper,6,,107,,,Poly,7,,108,SK,Unknown (SK),8,Zapper        SK
Waldorf,Blofeld,Factory Presets 2012,G109,Zawichords,6,,108,,,Poly,7,,109,HS,Howard Scarr,4,Zawichords    HS
Waldorf,Blofeld,Factory Presets 2012,G110,Zing Thing,6,,109,,,Poly,7,,110,HS,Howard Scarr,4,Zing Thing    HS
Waldorf,Blofeld,Factory Presets 2012,G111,Zippy 2,6,,110,,,Poly,7,,111,HM,Hubertus Maas,7,Zippy 2       HM
Waldorf,Blofeld,Factory Presets 2012,G112,Zombie Nation,6,,111,,,Poly,7,,112,T,Tsching (Holger Steinbrink),2,Zombie Nation  T
Waldorf,Blofeld,Factory Presets 2012,G113,50s Pad,6,,112,,,Pad,7,,113,,,,
Waldorf,Blofeld,Factory Presets 2012,G114,Airpad,6,,113,,,Pad,7,,114,,,,
Waldorf,Blofeld,Factory Presets 2012,G115,AirSpacePad,6,,114,,,Pad,7,,115,SK,Unknown (SK),3,AirSpacePad   SK
Waldorf,Blofeld,Factory Presets 2012,G116,AmbientSweep,6,,115,,,Pad,7,,116,SK,Unknown (SK),2,AmbientSweep  SK
Waldorf,Blofeld,Factory Presets 2012,G117,Analog Pad 1,6,,116,,,Pad,7,,117,,,,
Waldorf,Blofeld,Factory Presets 2012,G118,Analog Pad 2,6,,117,,,Pad,7,,118,,,,
Waldorf,Blofeld,Factory Presets 2012,G119,Analog Pad 3,6,,118,,,Pad,7,,119,,,,
Waldorf,Blofeld,Factory Presets 2012,G120,Angel Pad,6,,119,,,Pad,7,,120,,,,
Waldorf,Blofeld,Factory Presets 2012,G121,Antarktis Pad,6,,120,,,Pad,7,,121,jh,Joerg Huettner,1,Antarktis Pad jh
Waldorf,Blofeld,Factory Presets 2012,G122,Archangel,6,,121,,,Pad,7,,122,,,,
Waldorf,Blofeld,Factory Presets 2012,G123,Attacke,6,,122,,,Pad,7,,123,WMF,Wolfram Franke,6,Attacke      WMF
Waldorf,Blofeld,Factory Presets 2012,G124,BackStrings,6,,123,,,Pad,7,,124,WMF,Wolfram Franke,2,BackStrings  WMF
Waldorf,Blofeld,Factory Presets 2012,G125,Bandpad,6,,124,,,Pad,7,,125,ugh,Uwe G. Hoenig,6,Bandpad      ugh
Waldorf,Blofeld,Factory Presets 2012,G126,BandSpass,6,,125,,,Pad,7,,126,,,,
Waldorf,Blofeld,Factory Presets 2012,G127,Bend Pad,6,,126,,,Pad,7,,127,,,,
Waldorf,Blofeld,Factory Presets 2012,G128,Big Bad Pad,6,,127,,,Pad,7,,128,,,,
Waldorf,Blofeld,Factory Presets 2012,H001,Captain Kirk,7,,0,,,FX,8,,1,,,,
Waldorf,Blofeld,Factory Presets 2012,H002,ChopperSweep,7,,1,,,FX,8,,2,,,,
Waldorf,Blofeld,Factory Presets 2012,H003,ComputerGames,7,,2,,,FX,8,,3,,,,
Waldorf,Blofeld,Factory Presets 2012,H004,Cyber Farm,7,,3,,,FX,8,,4,,,,
Waldorf,Blofeld,Factory Presets 2012,H005,DCS3 Bubbles,7,,4,,,FX,8,,5,,,,
Waldorf,Blofeld,Factory Presets 2012,H006,Duck Lambada,7,,5,,,FX,8,,6,,,,
Waldorf,Blofeld,Factory Presets 2012,H007,EffEmmEffIxx,7,,6,,,FX,8,,7,,,,
Waldorf,Blofeld,Factory Presets 2012,H008,Fade FX.,7,,7,,,FX,8,,8,,,,
Waldorf,Blofeld,Factory Presets 2012,H009,Final Choice,7,,8,,,FX,8,,9,,,,
Waldorf,Blofeld,Factory Presets 2012,H010,FlangedNoise,7,,9,,,FX,8,,10,WMF,Wolfram Franke,1,FlangedNoise WMF
Waldorf,Blofeld,Factory Presets 2012,H011,Flangeplosion,7,,10,,,FX,8,,11,WMF,Wolfram Franke,0,FlangeplosionWMF
Waldorf,Blofeld,Factory Presets 2012,H012,Flying Teapot,7,,11,,,FX,8,,12,,,,
Waldorf,Blofeld,Factory Presets 2012,H013,FM Comb FX,7,,12,,,FX,8,,13,,,,
Waldorf,Blofeld,Factory Presets 2012,H014,FM Noises,7,,13,,,FX,8,,14,,,,
Waldorf,Blofeld,Factory Presets 2012,H015,Gastrology,7,,14,,,FX,8,,15,,,,
Waldorf,Blofeld,Factory Presets 2012,H016,HawaiGlider,7,,15,,,FX,8,,16,,,,
Waldorf,Blofeld,Factory Presets 2012,H017,Into Mouth,7,,16,,,FX,8,,17,,,,
Waldorf,Blofeld,Factory Presets 2012,H018,LFO  Speeddwn,7,,17,,,FX,8,,18,,,,
Waldorf,Blofeld,Factory Presets 2012,H019,LFO  Speedup,7,,18,,,FX,8,,19,,,,
Waldorf,Blofeld,Factory Presets 2012,H020,LilaBells,7,,19,,,FX,8,,20,,,,
Waldorf,Blofeld,Factory Presets 2012,H021,Living Water,7,,20,,,FX,8,,21,,,,
Waldorf,Blofeld,Factory Presets 2012,H022,LosAngeles2019,7,,21,,,FX,8,,22,,,,
Waldorf,Blofeld,Factory Presets 2012,H023,Maschinenraum,7,,22,,,FX,8,,23,,,,
Waldorf,Blofeld,Factory Presets 2012,H024,Newtronic,7,,23,,,FX,8,,24,,,,
Waldorf,Blofeld,Factory Presets 2012,H025,Noise Move,7,,24,,,FX,8,,25,,,,
Waldorf,Blofeld,Factory Presets 2012,H026,NoiseSlapper,7,,25,,,FX,8,,26,,,,
Waldorf,Blofeld,Factory Presets 2012,H027,NoRobotsHere,7,,26,,,FX,8,,27,,,,
Waldorf,Blofeld,Factory Presets 2012,H028,Power Down,7,,27,,,FX,8,,28,,,,
Waldorf,Blofeld,Factory Presets 2012,H029,Q Wars,7,,28,,,FX,8,,29,,,,
Waldorf,Blofeld,Factory Presets 2012,H030,Reverse-ecioV,7,,29,,,FX,8,,30,,,,
Waldorf,Blofeld,Factory Presets 2012,H031,RingDaBell,7,,30,,,FX,8,,31,,,,
Waldorf,Blofeld,Factory Presets 2012,H032,Ring Steps,7,,31,,,FX,8,,32,,,,
Waldorf,Blofeld,Factory Presets 2012,H033,Rise&Fall,7,,32,,,FX,8,,33,,,,
Waldorf,Blofeld,Factory Presets 2012,H034,Robotalk =:b,7,,33,,,FX,8,,34,,,,
Waldorf,Blofeld,Factory Presets 2012,H035,Score FX Pad,7,,34,,,FX,8,,35,,,,
Waldorf,Blofeld,Factory Presets 2012,H036,Shoot Goose!,7,,35,,,FX,8,,36,,,,
Waldorf,Blofeld,Factory Presets 2012,H037,Shore,7,,36,,,FX,8,,37,,,,
Waldorf,Blofeld,Factory Presets 2012,H038,Short Moment,7,,37,,,FX,8,,38,,,,
Waldorf,Blofeld,Factory Presets 2012,H039,Shot Tool,7,,38,,,FX,8,,39,,,,
Waldorf,Blofeld,Factory Presets 2012,H040,Sine Down,7,,39,,,FX,8,,40,,,,
Waldorf,Blofeld,Factory Presets 2012,H041,Skywalker,7,,40,,,FX,8,,41,,,,
Waldorf,Blofeld,Factory Presets 2012,H042,SubSineSweep,7,,41,,,FX,8,,42,WMF,Wolfram Franke,1,SubSineSweep WMF
Waldorf,Blofeld,Factory Presets 2012,H043,The Assault,7,,42,,,FX,8,,43,,,,
Waldorf,Blofeld,Factory Presets 2012,H044,The BORG,7,,43,,,FX,8,,44,,,,
Waldorf,Blofeld,Factory Presets 2012,H045,Thunderain,7,,44,,,FX,8,,45,,,,
Waldorf,Blofeld,Factory Presets 2012,H046,ThunderDrums,7,,45,,,FX,8,,46,,,,
Waldorf,Blofeld,Factory Presets 2012,H047,Tron Ring Game,7,,46,,,FX,8,,47,,,,
